url,source,timestamp,target,verification_time
http://sngastro.in/abnb/rooms-32231/login.html,OpenPhish,2025-08-06T14:34:01.391680,,
https://pagafacil-enlinea.com/paga-ofertas/bancolombia/sms.html,OpenPhish,2025-08-06T14:34:01.391705,,
https://pagafacil-enlinea.com/paga-ofertas/bancolombia/dinamicaMano.html,OpenPhish,2025-08-06T14:34:01.391712,,
https://pagafacil-enlinea.com/paga-ofertas/bancolombia/contrase%C3%B1a.html,OpenPhish,2025-08-06T14:34:01.391716,,
https://workstation-support.com/a55971b911eb9feeba1184708ba82f9098509bb4,OpenPhish,2025-08-06T14:34:01.391720,,
http://accounts.marketwebb.systems/de/register?ref=880779342,OpenPhish,2025-08-06T14:34:01.391724,,
https://umaswadam.vuf.org/spotify/,OpenPhish,2025-08-06T14:34:01.391727,,
https://uloodhuy.shop/,OpenPhish,2025-08-06T14:34:01.391731,,
https://ns2.onetwotree.pro/isignesp.php,OpenPhish,2025-08-06T14:34:01.391734,,
https://ns1.onetwotree.pro/isignesp.php,OpenPhish,2025-08-06T14:34:01.391739,,
http://soporte.apple.id-com.help/isignesp.php,OpenPhish,2025-08-06T14:34:01.391742,,
http://us-ip-find.us/isignesp.php,OpenPhish,2025-08-06T14:34:01.391746,,
http://soportetech-ishop.com/isignesp.php,OpenPhish,2025-08-06T14:34:01.391750,,
http://app-encontrar.us/isignesp.php,OpenPhish,2025-08-06T14:34:01.391754,,
https://official-apple-assitance.com/isignesp.php,OpenPhish,2025-08-06T14:34:01.391758,,
https://loc-ip-find.services/isignesp.php,OpenPhish,2025-08-06T14:34:01.391761,,
https://mysupportishop.app/isignesp.php,OpenPhish,2025-08-06T14:34:01.391765,,
http://apple.red.encontrar-phone.help/isignesp.php,OpenPhish,2025-08-06T14:34:01.391772,,
https://mi-ishop-loggin.help/isignesp.php,OpenPhish,2025-08-06T14:34:01.391776,,
https://appleofficial-assitance.com/isignesp.php,OpenPhish,2025-08-06T14:34:01.391779,,
http://id-com.help/isignesp.php,OpenPhish,2025-08-06T14:34:01.391783,,
https://app-encontrar.app/isignesp.php,OpenPhish,2025-08-06T14:34:01.391787,,
https://loc-ip-enc.services/isignesp.php,OpenPhish,2025-08-06T14:34:01.391790,,
http://aler-t-lcloud.help/isignesp.php,OpenPhish,2025-08-06T14:34:01.391794,,
https://iforgotapple.help/isignesp.php,OpenPhish,2025-08-06T14:34:01.391798,,
http://lcloud-ishop.help/isignesp.php,OpenPhish,2025-08-06T14:34:01.391802,,
https://ledger.3xploit.dev/files/connect.php?user=true,OpenPhish,2025-08-06T14:34:01.391806,,
https://1006rklm22ufri86168-ggew3g33-hiep04us.vercel.app/plekdsoqwxn3sa.html/,OpenPhish,2025-08-06T14:34:01.391810,,
https://jxcbjsc.github.io/xkmaichdf/,OpenPhish,2025-08-06T14:34:01.391813,,
https://idportal.vercel.app/page4.html/,OpenPhish,2025-08-06T14:34:01.391817,,
https://www.kkinstagram.com/reels/DM4cNkioXrj/,OpenPhish,2025-08-06T14:34:01.391821,,
https://www.kkinstagram.com/reels/DL40jSxJWXh/,OpenPhish,2025-08-06T14:34:01.391825,,
https://tkmall18.shop/,OpenPhish,2025-08-06T14:34:01.391828,,
https://workstation-support.com/6213f987e008995eb23b076d903b0f982bff975f,OpenPhish,2025-08-06T14:34:01.391832,,
http://ancient-dew-fc07.fenix-815.workers.dev/bdo-form/personal/digital/bdo-online,OpenPhish,2025-08-06T14:34:01.391836,,
http://ancient-dew-fc07.fenix-815.workers.dev/bdo-form/en/registration,OpenPhish,2025-08-06T14:34:01.391840,,
http://ancient-dew-fc07.fenix-815.workers.dev/bdo-form/en/web/clg/card-activation,OpenPhish,2025-08-06T14:34:01.391843,,
http://ancient-dew-fc07.fenix-815.workers.dev/bdo-form/sso/login,OpenPhish,2025-08-06T14:34:01.391847,,
